# experiment=pvs_sweep engine=helix-f3270d5 date=20260808-073948
# suite=tests/data/stockfish-bench-all.epd budget_ms=1000 reps=3 min_depth=1..6 scout_after=1..5 positions=309
fen_id,fen,min_depth,scout_after,rep,completed_depth,seldepth,nodes,qnodes,researches,tt_probes,tt_hits,tt_hit_rate,time_ms,bestmove
243,2r1q1k1/2Rn2p1/3rpp1p/1p6/1P2P3/5N1P/Q4PP1/R5K1 w - - 1 41,6,2,1,7,20,1804288,1003497,4,362389,46638,0.1287,950,a2a5
243,2r1q1k1/2Rn2p1/3rpp1p/1p6/1P2P3/5N1P/Q4PP1/R5K1 w - - 1 41,6,2,2,7,20,1806336,1004886,4,363063,46683,0.1286,950,a2a5
244,1r2q1k1/1R1n2p1/3rpp1p/1p6/1P2P3/5N1P/Q4PP1/R5K1 w - - 3 42,6,2,0,7,18,1790976,997619,2,367542,42723,0.1162,949,b7c7
244,1r2q1k1/1R1n2p1/3rpp1p/1p6/1P2P3/5N1P/Q4PP1/R5K1 w - - 3 42,6,2,1,7,18,1790976,997619,2,367542,42723,0.1162,950,b7c7
244,1r2q1k1/1R1n2p1/3rpp1p/1p6/1P2P3/5N1P/Q4PP1/R5K1 w - - 3 42,6,2,2,7,18,1793024,998708,2,368567,43128,0.1170,950,b7c7
245,2r1q1k1/2Rn2p1/3rpp1p/1p6/1P2P3/5N1P/Q4PP1/R5K1 w - - 5 43,6,2,0,7,20,1801216,1001042,4,360834,46540,0.1290,949,a2a5
245,2r1q1k1/2Rn2p1/3rpp1p/1p6/1P2P3/5N1P/Q4PP1/R5K1 w - - 5 43,6,2,1,7,20,1803264,1002623,4,361807,46607,0.1288,950,a2a5
245,2r1q1k1/2Rn2p1/3rpp1p/1p6/1P2P3/5N1P/Q4PP1/R5K1 w - - 5 43,6,2,2,7,20,1806336,1004886,4,363063,46683,0.1286,950,a2a5
246,1r2q1k1/1R1n2p1/3rpp1p/1p6/1P2P3/5N1P/Q4PP1/R5K1 w - - 7 44,6,2,0,7,18,1789952,997079,2,367038,42547,0.1159,949,b7c7
246,1r2q1k1/1R1n2p1/3rpp1p/1p6/1P2P3/5N1P/Q4PP1/R5K1 w - - 7 44,6,2,1,7,18,1789952,997079,2,367038,42547,0.1159,950,b7c7
246,1r2q1k1/1R1n2p1/3rpp1p/1p6/1P2P3/5N1P/Q4PP1/R5K1 w - - 7 44,6,2,2,7,18,1790976,997619,2,367542,42723,0.1162,949,b7c7
247,1rq3k1/R2n2p1/3rpp1p/1p6/1P2P3/5N1P/Q4PP1/R5K1 w - - 9 45,6,2,0,7,17,1461781,814154,1,255348,26725,0.1047,724,a1e1
247,1rq3k1/R2n2p1/3rpp1p/1p6/1P2P3/5N1P/Q4PP1/R5K1 w - - 9 45,6,2,1,7,17,1461781,814154,1,255348,26725,0.1047,711,a1e1
247,1rq3k1/R2n2p1/3rpp1p/1p6/1P2P3/5N1P/Q4PP1/R5K1 w - - 9 45,6,2,2,7,17,1461781,814154,1,255348,26725,0.1047,720,a1e1
248,2q3k1/Rr1n2p1/3rpp1p/1p6/1P2P3/5N1P/4QPP1/R5K1 w - - 11 46,6,2,0,8,18,1683456,936717,1,389412,56415,0.1449,951,a7b7
248,2q3k1/Rr1n2p1/3rpp1p/1p6/1P2P3/5N1P/4QPP1/R5K1 w - - 11 46,6,2,1,8,18,1677312,933807,1,388977,56141,0.1443,949,a7b7
248,2q3k1/Rr1n2p1/3rpp1p/1p6/1P2P3/5N1P/4QPP1/R5K1 w - - 11 46,6,2,2,8,18,1694720,942410,1,390858,56819,0.1454,950,a7b7
249,Rrq3k1/3n2p1/3rpp1p/1p6/1P2P3/5N1P/4QPP1/R5K1 w - - 13 47,6,2,0,8,18,1587200,920974,5,430641,52302,0.1215,949,a8b8
249,Rrq3k1/3n2p1/3rpp1p/1p6/1P2P3/5N1P/4QPP1/R5K1 w - - 13 47,6,2,1,8,18,1598464,926990,5,432745,52795,0.1220,950,a8b8
249,Rrq3k1/3n2p1/3rpp1p/1p6/1P2P3/5N1P/4QPP1/R5K1 w - - 13 47,6,2,2,8,18,1590272,922689,5,431247,52333,0.1214,950,a8b8
250,rn1qkb1r/1pp2ppp/p4p2/3p1b2/5P2/1P2PN2/P1PP2PP/RN1QKB1R b KQkq - 1 6,6,2,0,7,21,1440768,836238,3,318579,31677,0.0994,950,b8c6
250,rn1qkb1r/1pp2ppp/p4p2/3p1b2/5P2/1P2PN2/P1PP2PP/RN1QKB1R b KQkq - 1 6,6,2,1,7,21,1437696,834312,3,316920,31511,0.0994,949,b8c6
250,rn1qkb1r/1pp2ppp/p4p2/3p1b2/5P2/1P2PN2/P1PP2PP/RN1QKB1R b KQkq - 1 6,6,2,2,7,21,1441792,837075,3,319205,31691,0.0993,951,b8c6
251,r2qkb1r/1pp2ppp/p1n2p2/3p1b2/3P1P2/1P2PN2/P1P3PP/RN1QKB1R b KQkq - 0 7,6,2,0,7,23,1136640,731623,1,343525,22858,0.0665,951,c6b4
251,r2qkb1r/1pp2ppp/p1n2p2/3p1b2/3P1P2/1P2PN2/P1P3PP/RN1QKB1R b KQkq - 0 7,6,2,1,7,23,1138688,733329,1,344860,22915,0.0664,949,c6b4
251,r2qkb1r/1pp2ppp/p1n2p2/3p1b2/3P1P2/1P2PN2/P1P3PP/RN1QKB1R b KQkq - 0 7,6,2,2,7,23,1139712,734234,1,345586,22932,0.0664,950,c6b4
252,r2qkb1r/1pp2ppp/p4p2/3p1b2/1n1P1P2/1P1BPN2/P1P3PP/RN1QK2R b KQkq - 2 8,6,2,0,9,21,1544966,837434,0,237972,29085,0.1222,852,b4d3
252,r2qkb1r/1pp2ppp/p4p2/3p1b2/1n1P1P2/1P1BPN2/P1P3PP/RN1QK2R b KQkq - 2 8,6,2,1,9,21,1544966,837434,0,237972,29085,0.1222,839,b4d3
252,r2qkb1r/1pp2ppp/p4p2/3p1b2/1n1P1P2/1P1BPN2/P1P3PP/RN1QK2R b KQkq - 2 8,6,2,2,9,21,1544966,837434,0,237972,29085,0.1222,840,b4d3
253,r2qkb1r/1pp2ppp/p4p2/3p1b2/3P1P2/1P1PPN2/P5PP/RN1QK2R b KQkq - 0 9,6,2,0,8,20,1648640,894411,0,309255,36396,0.1177,949,f8b4
253,r2qkb1r/1pp2ppp/p4p2/3p1b2/3P1P2/1P1PPN2/P5PP/RN1QK2R b KQkq - 0 9,6,2,1,8,20,1648640,894411,0,309255,36396,0.1177,950,f8b4
253,r2qkb1r/1pp2ppp/p4p2/3p1b2/3P1P2/1P1PPN2/P5PP/RN1QK2R b KQkq - 0 9,6,2,2,8,20,1650688,895478,0,309427,36423,0.1177,949,f8b4
254,r2qk2r/1pp2ppp/p2b1p2/3p1b2/3P1P2/1PNPPN2/P5PP/R2QK2R b KQkq - 2 10,6,2,0,7,21,1379328,811067,4,331663,28989,0.0874,950,d6b4
254,r2qk2r/1pp2ppp/p2b1p2/3p1b2/3P1P2/1PNPPN2/P5PP/R2QK2R b KQkq - 2 10,6,2,1,7,21,1378304,810314,4,331089,28960,0.0875,950,d6b4
254,r2qk2r/1pp2ppp/p2b1p2/3p1b2/3P1P2/1PNPPN2/P5PP/R2QK2R b KQkq - 2 10,6,2,2,7,21,1381376,812768,4,332598,29005,0.0872,951,d6b4
255,r2qk2r/1p3ppp/p1pb1p2/3p1b2/3P1P2/1PNPPN2/P5PP/R2Q1RK1 b kq - 1 11,6,2,0,6,22,1435648,876996,4,379522,29028,0.0765,949,e8g8
255,r2qk2r/1p3ppp/p1pb1p2/3p1b2/3P1P2/1PNPPN2/P5PP/R2Q1RK1 b kq - 1 11,6,2,1,6,22,1418240,866649,4,376455,28955,0.0769,949,e8g8
255,r2qk2r/1p3ppp/p1pb1p2/3p1b2/3P1P2/1PNPPN2/P5PP/R2Q1RK1 b kq - 1 11,6,2,2,6,22,1436672,877715,4,379807,29032,0.0764,950,e8g8
256,r2q1rk1/1p3ppp/p1pb1p2/3p1b2/3P1P2/1PNPPN2/P2Q2PP/R4RK1 b - - 3 12,6,2,0,6,22,1588224,986276,2,401779,21016,0.0523,949,f8e8
256,r2q1rk1/1p3ppp/p1pb1p2/3p1b2/3P1P2/1PNPPN2/P2Q2PP/R4RK1 b - - 3 12,6,2,1,6,22,1591296,988396,2,403468,21059,0.0522,950,f8e8
256,r2q1rk1/1p3ppp/p1pb1p2/3p1b2/3P1P2/1PNPPN2/P2Q2PP/R4RK1 b - - 3 12,6,2,2,6,22,1592320,989035,3,403844,21131,0.0523,950,f8e8
257,r2qr1k1/1p3ppp/p1pb1p2/3p1b2/3P1P2/1P1PPN2/P2QN1PP/R4RK1 b - - 5 13,6,2,0,6,22,1694720,1054246,2,374978,31565,0.0842,950,f5g6
257,r2qr1k1/1p3ppp/p1pb1p2/3p1b2/3P1P2/1P1PPN2/P2QN1PP/R4RK1 b - - 5 13,6,2,1,6,22,1692672,1052940,2,374626,31558,0.0842,950,f5g6
257,r2qr1k1/1p3ppp/p1pb1p2/3p1b2/3P1P2/1P1PPN2/P2QN1PP/R4RK1 b - - 5 13,6,2,2,6,22,1688576,1050644,2,374112,31543,0.0843,949,f5g6
258,r3r1k1/1p3ppp/pqpb1p2/3p1b2/3P1P2/1P1PPNN1/P2Q2PP/R4RK1 b - - 7 14,6,2,0,7,24,1674240,1069499,2,363584,31179,0.0858,950,f5e6
258,r3r1k1/1p3ppp/pqpb1p2/3p1b2/3P1P2/1P1PPNN1/P2Q2PP/R4RK1 b - - 7 14,6,2,1,7,24,1675264,1070231,2,363911,31188,0.0857,949,f5e6
258,r3r1k1/1p3ppp/pqpb1p2/3p1b2/3P1P2/1P1PPNN1/P2Q2PP/R4RK1 b - - 7 14,6,2,2,7,24,1669120,1066697,2,362868,31016,0.0855,949,f5e6
259,r3r1k1/1p3ppp/pqp2p2/3p1b2/1b1P1P2/1P1PPNN1/P1Q3PP/R4RK1 b - - 9 15,6,2,0,7,23,1628160,1044972,1,362197,26692,0.0737,949,f5d7
259,r3r1k1/1p3ppp/pqp2p2/3p1b2/1b1P1P2/1P1PPNN1/P1Q3PP/R4RK1 b - - 9 15,6,2,1,7,23,1612800,1035905,1,359375,26483,0.0737,949,f5d7
259,r3r1k1/1p3ppp/pqp2p2/3p1b2/1b1P1P2/1P1PPNN1/P1Q3PP/R4RK1 b - - 9 15,6,2,2,7,23,1616896,1038306,1,360117,26556,0.0737,949,f5d7
260,r3r1k1/1p1b1ppp/pqp2p2/3p4/1b1P1P2/1P1PPNN1/P4QPP/R4RK1 b - - 11 16,6,2,0,7,23,1640448,1042728,2,356414,20575,0.0577,950,a8d8
260,r3r1k1/1p1b1ppp/pqp2p2/3p4/1b1P1P2/1P1PPNN1/P4QPP/R4RK1 b - - 11 16,6,2,1,7,23,1641472,1043318,2,356851,20655,0.0579,950,a8d8
260,r3r1k1/1p1b1ppp/pqp2p2/3p4/1b1P1P2/1P1PPNN1/P4QPP/R4RK1 b - - 11 16,6,2,2,7,23,1655808,1051795,2,363580,22346,0.0615,950,a8d8
261,2r1r1k1/1p1b1ppp/pqp2p2/3p4/1b1PPP2/1P1P1NN1/P4QPP/R4RK1 b - - 0 17,6,2,0,7,22,1321415,865942,0,295721,17040,0.0576,756,d7g4
261,2r1r1k1/1p1b1ppp/pqp2p2/3p4/1b1PPP2/1P1P1NN1/P4QPP/R4RK1 b - - 0 17,6,2,1,7,22,1321415,865942,0,295721,17040,0.0576,756,d7g4
261,2r1r1k1/1p1b1ppp/pqp2p2/3p4/1b1PPP2/1P1P1NN1/P4QPP/R4RK1 b - - 0 17,6,2,2,7,22,1321415,865942,0,295721,17040,0.0576,770,d7g4
262,2r1r1k1/1p1b1ppp/pq3p2/2pp4/1b1PPP2/PP1P1NN1/5QPP/R4RK1 b - - 0 18,6,2,0,8,22,1289371,896397,0,346335,26171,0.0756,832,b4c3
262,2r1r1k1/1p1b1ppp/pq3p2/2pp4/1b1PPP2/PP1P1NN1/5QPP/R4RK1 b - - 0 18,6,2,1,8,22,1289371,896397,0,346335,26171,0.0756,831,b4c3
262,2r1r1k1/1p1b1ppp/pq3p2/2pp4/1b1PPP2/PP1P1NN1/5QPP/R4RK1 b - - 0 18,6,2,2,8,22,1289371,896397,0,346335,26171,0.0756,824,b4c3
263,2r1r1k1/1p1b1ppp/pq3p2/2Pp4/4PP2/PPbP1NN1/5QPP/R4RK1 b - - 0 19,6,2,0,7,23,1762304,1087986,1,341729,35571,0.1041,949,b6b3
263,2r1r1k1/1p1b1ppp/pq3p2/2Pp4/4PP2/PPbP1NN1/5QPP/R4RK1 b - - 0 19,6,2,1,7,23,1712128,1059384,1,335619,34677,0.1033,949,b6b3
263,2r1r1k1/1p1b1ppp/pq3p2/2Pp4/4PP2/PPbP1NN1/5QPP/R4RK1 b - - 0 19,6,2,2,7,23,1765376,1089772,1,342131,35606,0.1041,950,b6b3
264,2r1r1k1/1p1b1ppp/p4p2/2Pp4/4PP2/PqbP1NN1/5QPP/RR4K1 b - - 1 20,6,2,0,7,24,1470464,1004820,0,387198,27170,0.0702,949,b3a4
264,2r1r1k1/1p1b1ppp/p4p2/2Pp4/4PP2/PqbP1NN1/5QPP/RR4K1 b - - 1 20,6,2,1,7,24,1460224,998438,0,383366,25813,0.0673,950,b3a4
264,2r1r1k1/1p1b1ppp/p4p2/2Pp4/4PP2/PqbP1NN1/5QPP/RR4K1 b - - 1 20,6,2,2,7,24,1461248,999114,0,383715,25893,0.0675,950,b3a4
265,2r1r1k1/1p1b1ppp/p4p2/2Pp4/q3PP2/P1bP1NN1/R4QPP/1R4K1 b - - 3 21,6,2,0,6,22,940878,702895,0,303421,11319,0.0373,703,d7c6
265,2r1r1k1/1p1b1ppp/p4p2/2Pp4/q3PP2/P1bP1NN1/R4QPP/1R4K1 b - - 3 21,6,2,1,6,22,940878,702895,0,303421,11319,0.0373,699,d7c6
265,2r1r1k1/1p1b1ppp/p4p2/2Pp4/q3PP2/P1bP1NN1/R4QPP/1R4K1 b - - 3 21,6,2,2,6,22,940878,702895,0,303421,11319,0.0373,700,d7c6
266,2r1r1k1/1p3ppp/p4p2/1bPP4/q4P2/P1bP1NN1/R4QPP/1R4K1 b - - 0 22,6,2,0,7,21,1795072,1083003,2,328463,23609,0.0719,950,b5d3
266,2r1r1k1/1p3ppp/p4p2/1bPP4/q4P2/P1bP1NN1/R4QPP/1R4K1 b - - 0 22,6,2,1,7,21,1798144,1084785,2,328972,23615,0.0718,949,b5d3
266,2r1r1k1/1p3ppp/p4p2/1bPP4/q4P2/P1bP1NN1/R4QPP/1R4K1 b - - 0 22,6,2,2,7,21,1789952,1080111,2,327759,23603,0.0720,950,b5d3
267,2r1r1k1/1p3ppp/p4p2/2PP4/q4P2/P1bb1NN1/R4QPP/2R3K1 b - - 1 23,6,2,0,7,19,1650422,949053,2,259556,21982,0.0847,813,a4c4
267,2r1r1k1/1p3ppp/p4p2/2PP4/q4P2/P1bb1NN1/R4QPP/2R3K1 b - - 1 23,6,2,1,7,19,1650422,949053,2,259556,21982,0.0847,813,a4c4
267,2r1r1k1/1p3ppp/p4p2/2PP4/q4P2/P1bb1NN1/R4QPP/2R3K1 b - - 1 23,6,2,2,7,19,1650422,949053,2,259556,21982,0.0847,817,a4c4
268,2r1r1k1/1p3ppp/p2P1p2/2P5/2q2P2/P1bb1NN1/R4QPP/2R3K1 b - - 0 24,6,2,0,6,21,1778688,1066846,1,326820,17329,0.0530,949,c8c5
268,2r1r1k1/1p3ppp/p2P1p2/2P5/2q2P2/P1bb1NN1/R4QPP/2R3K1 b - - 0 24,6,2,1,6,21,1780736,1068733,1,327905,17330,0.0529,950,c8c5
268,2r1r1k1/1p3ppp/p2P1p2/2P5/2q2P2/P1bb1NN1/R4QPP/2R3K1 b - - 0 24,6,2,2,6,21,1762304,1056864,1,324693,17296,0.0533,949,c8c5
269,2rr2k1/1p3ppp/p2P1p2/2P5/2q2P2/P1bb1NN1/R4QPP/2R4K b - - 2 25,6,2,0,7,19,1610608,974992,1,312035,19728,0.0632,854,c8c5
269,2rr2k1/1p3ppp/p2P1p2/2P5/2q2P2/P1bb1NN1/R4QPP/2R4K b - - 2 25,6,2,1,7,19,1610608,974992,1,312035,19728,0.0632,851,c8c5
269,2rr2k1/1p3ppp/p2P1p2/2P5/2q2P2/P1bb1NN1/R4QPP/2R4K b - - 2 25,6,2,2,7,19,1610608,974992,1,312035,19728,0.0632,857,c8c5
270,2rr2k1/1p3ppp/p2P1p2/2Q5/5P2/P1bb1NN1/R5PP/2R4K b - - 0 26,6,2,0,8,21,2045952,1113672,1,343033,41533,0.1211,949,c8c5
270,2rr2k1/1p3ppp/p2P1p2/2Q5/5P2/P1bb1NN1/R5PP/2R4K b - - 0 26,6,2,1,8,21,2038784,1109335,1,341442,41521,0.1216,949,c8c5
270,2rr2k1/1p3ppp/p2P1p2/2Q5/5P2/P1bb1NN1/R5PP/2R4K b - - 0 26,6,2,2,8,21,2038784,1109335,1,341442,41521,0.1216,949,c8c5
271,3r2k1/1p3ppp/p2P1p2/2r5/5P2/P1bb1N2/R3N1PP/2R4K b - - 1 27,6,2,0,8,18,1901568,1014904,1,384615,71814,0.1867,949,d3e2
271,3r2k1/1p3ppp/p2P1p2/2r5/5P2/P1bb1N2/R3N1PP/2R4K b - - 1 27,6,2,1,8,18,1930240,1028909,1,385958,72150,0.1869,950,d3e2
271,3r2k1/1p3ppp/p2P1p2/2r5/5P2/P1bb1N2/R3N1PP/2R4K b - - 1 27,6,2,2,8,18,1947648,1037568,1,387027,72598,0.1876,949,d3e2
272,3r2k1/1p3ppp/p2P1p2/2r5/5P2/P1b2N2/4R1PP/2R4K b - - 0 28,6,2,0,7,16,1612800,887991,1,426930,67923,0.1591,949,c3b4
272,3r2k1/1p3ppp/p2P1p2/2r5/5P2/P1b2N2/4R1PP/2R4K b - - 0 28,6,2,1,7,16,1612800,887991,1,426930,67923,0.1591,949,c3b4
272,3r2k1/1p3ppp/p2P1p2/2r5/5P2/P1b2N2/4R1PP/2R4K b - - 0 28,6,2,2,7,16,1615872,889893,1,428372,68104,0.1590,949,c3b4
273,3r2k1/1p3ppp/p2P1p2/2r5/1b3P2/P4N2/4R1PP/3R3K b - - 2 29,6,2,0,8,16,1467652,791822,4,328735,41244,0.1255,780,b4a5
273,3r2k1/1p3ppp/p2P1p2/2r5/1b3P2/P4N2/4R1PP/3R3K b - - 2 29,6,2,1,8,16,1467652,791822,4,328735,41244,0.1255,789,b4a5
273,3r2k1/1p3ppp/p2P1p2/2r5/1b3P2/P4N2/4R1PP/3R3K b - - 2 29,6,2,2,8,16,1467652,791822,4,328735,41244,0.1255,791,b4a5
274,3r2k1/1p2Rppp/p2P1p2/b1r5/5P2/P4N2/6PP/3R3K b - - 4 30,6,2,0,8,17,1439814,783694,1,308219,40001,0.1298,768,g8f8
274,3r2k1/1p2Rppp/p2P1p2/b1r5/5P2/P4N2/6PP/3R3K b - - 4 30,6,2,1,8,17,1439814,783694,1,308219,40001,0.1298,764,g8f8
274,3r2k1/1p2Rppp/p2P1p2/b1r5/5P2/P4N2/6PP/3R3K b - - 4 30,6,2,2,8,17,1439814,783694,1,308219,40001,0.1298,765,g8f8
275,3r2k1/1R3ppp/p1rP1p2/b7/5P2/P4N2/6PP/3R3K b - - 0 31,6,2,0,9,18,1776640,901649,7,381815,56693,0.1485,949,c6d6
275,3r2k1/1R3ppp/p1rP1p2/b7/5P2/P4N2/6PP/3R3K b - - 0 31,6,2,1,9,18,1788928,906520,8,389258,60149,0.1545,950,c6d6
275,3r2k1/1R3ppp/p1rP1p2/b7/5P2/P4N2/6PP/3R3K b - - 0 31,6,2,2,9,18,1771520,899359,7,378985,55699,0.1470,950,c6d6
276,3r2k1/1R3ppp/p2R1p2/b7/5P2/P4N2/6PP/7K b - - 0 32,6,2,0,10,19,1304958,636851,7,309263,49822,0.1611,756,d8d6
276,3r2k1/1R3ppp/p2R1p2/b7/5P2/P4N2/6PP/7K b - - 0 32,6,2,1,10,19,1304958,636851,7,309263,49822,0.1611,756,d8d6
276,3r2k1/1R3ppp/p2R1p2/b7/5P2/P4N2/6PP/7K b - - 0 32,6,2,2,10,19,1304958,636851,7,309263,49822,0.1611,752,d8d6
277,6k1/1R3ppp/p2r1p2/b7/5P2/P4NP1/7P/7K b - - 0 33,6,2,0,9,16,1500328,746829,8,329840,64207,0.1947,820,g7g6
277,6k1/1R3ppp/p2r1p2/b7/5P2/P4NP1/7P/7K b - - 0 33,6,2,1,9,16,1500328,746829,8,329840,64207,0.1947,818,g7g6
277,6k1/1R3ppp/p2r1p2/b7/5P2/P4NP1/7P/7K b - - 0 33,6,2,2,9,16,1500328,746829,8,329840,64207,0.1947,818,g7g6
278,6k1/1R3p1p/p2r1pp1/b7/5P1P/P4NP1/8/7K b - - 0 34,6,2,0,10,19,1608704,802857,6,435027,101130,0.2325,950,d6d3
278,6k1/1R3p1p/p2r1pp1/b7/5P1P/P4NP1/8/7K b - - 0 34,6,2,1,10,19,1610752,803767,6,435817,101463,0.2328,950,d6d3
278,6k1/1R3p1p/p2r1pp1/b7/5P1P/P4NP1/8/7K b - - 0 34,6,2,2,10,19,1603584,800728,6,432783,100105,0.2313,950,d6d3
279,6k1/3R1p1p/pr3pp1/b7/5P1P/P4NP1/8/7K b - - 2 35,6,2,0,10,19,1716224,864072,1,437520,95370,0.2180,949,b6b3
279,6k1/3R1p1p/pr3pp1/b7/5P1P/P4NP1/8/7K b - - 2 35,6,2,1,10,19,1725440,868588,1,438549,95629,0.2181,949,b6b3
279,6k1/3R1p1p/pr3pp1/b7/5P1P/P4NP1/8/7K b - - 2 35,6,2,2,10,19,1715200,863576,1,437442,95347,0.2180,949,b6b3
280,6k1/5p2/pr3pp1/b2R3p/5P1P/P4NP1/8/7K b - - 1 36,6,2,0,9,19,1693696,853380,12,408581,82650,0.2023,950,b6b1
280,6k1/5p2/pr3pp1/b2R3p/5P1P/P4NP1/8/7K b - - 1 36,6,2,1,9,19,1698816,856009,12,410854,82888,0.2017,950,b6b1
280,6k1/5p2/pr3pp1/b2R3p/5P1P/P4NP1/8/7K b - - 1 36,6,2,2,9,19,1698816,856009,12,410854,82888,0.2017,950,b6b1
281,6k1/5p2/pr3pp1/7p/5P1P/P1bR1NP1/8/7K b - - 3 37,6,2,0,9,20,1606656,820943,11,431820,75400,0.1746,949,b6b1
281,6k1/5p2/pr3pp1/7p/5P1P/P1bR1NP1/8/7K b - - 3 37,6,2,1,9,20,1608704,821897,11,432752,75537,0.1746,950,b6b1
281,6k1/5p2/pr3pp1/7p/5P1P/P1bR1NP1/8/7K b - - 3 37,6,2,2,9,20,1594368,814486,11,428915,75013,0.1749,949,b6b1
282,6k1/5p2/p1r2pp1/7p/5P1P/P1bR1NP1/6K1/8 b - - 5 38,6,2,0,9,18,1475575,745343,3,374144,64517,0.1724,808,g8g7
282,6k1/5p2/p1r2pp1/7p/5P1P/P1bR1NP1/6K1/8 b - - 5 38,6,2,1,9,18,1475575,745343,3,374144,64517,0.1724,809,g8g7
282,6k1/5p2/p1r2pp1/7p/5P1P/P1bR1NP1/6K1/8 b - - 5 38,6,2,2,9,18,1475575,745343,3,374144,64517,0.1724,809,g8g7
283,6k1/5p2/p1r2pp1/b2R3p/5P1P/P4NP1/6K1/8 b - - 7 39,6,2,0,9,20,1689600,863061,5,416177,59769,0.1436,950,c6c2
283,6k1/5p2/p1r2pp1/b2R3p/5P1P/P4NP1/6K1/8 b - - 7 39,6,2,1,9,20,1700864,868615,5,421252,61256,0.1454,949,c6c2
283,6k1/5p2/p1r2pp1/b2R3p/5P1P/P4NP1/6K1/8 b - - 7 39,6,2,2,9,20,1677312,856409,5,411512,58921,0.1432,949,c6c2
284,6k1/5p2/p4pp1/b2R3p/5P1P/P4NPK/2r5/8 b - - 9 40,6,2,0,9,17,1335075,689960,7,354928,69130,0.1948,747,a5c7
284,6k1/5p2/p4pp1/b2R3p/5P1P/P4NPK/2r5/8 b - - 9 40,6,2,1,9,17,1335075,689960,7,354928,69130,0.1948,749,a5c7
284,6k1/5p2/p4pp1/b2R3p/5P1P/P4NPK/2r5/8 b - - 9 40,6,2,2,9,17,1335075,689960,7,354928,69130,0.1948,754,a5c7
285,6k1/2b2p2/p4pp1/7p/5P1P/P2R1NPK/2r5/8 b - - 11 41,6,2,0,8,18,1586176,847480,8,451315,59163,0.1311,950,g8f8
285,6k1/2b2p2/p4pp1/7p/5P1P/P2R1NPK/2r5/8 b - - 11 41,6,2,1,8,18,1590272,849606,8,452270,59317,0.1312,949,g8f8
285,6k1/2b2p2/p4pp1/7p/5P1P/P2R1NPK/2r5/8 b - - 11 41,6,2,2,8,18,1585152,846883,8,450902,59156,0.1312,950,g8f8
286,6k1/2b2p2/5pp1/p6p/3N1P1P/P2R2PK/2r5/8 b - - 1 42,6,2,0,9,19,1671168,861334,6,427539,79547,0.1861,949,c2b2
286,6k1/2b2p2/5pp1/p6p/3N1P1P/P2R2PK/2r5/8 b - - 1 42,6,2,1,9,19,1686528,869304,6,431657,79948,0.1852,949,c2b2
286,6k1/2b2p2/5pp1/p6p/3N1P1P/P2R2PK/2r5/8 b - - 1 42,6,2,2,9,19,1685504,868736,6,431243,79909,0.1853,949,c2b2
287,6k1/2b2p2/5pp1/p6p/3N1P1P/P1R3PK/r7/8 b - - 3 43,6,2,0,10,20,1223446,631435,13,337211,70610,0.2094,730,c7b6
287,6k1/2b2p2/5pp1/p6p/3N1P1P/P1R3PK/r7/8 b - - 3 43,6,2,1,10,20,1223446,631435,13,337211,70610,0.2094,732,c7b6
287,6k1/2b2p2/5pp1/p6p/3N1P1P/P1R3PK/r7/8 b - - 3 43,6,2,2,10,20,1223446,631435,13,337211,70610,0.2094,732,c7b6
288,6k1/5p2/1b3pp1/p6p/5P1P/P1R3PK/r1N5/8 b - - 5 44,6,2,0,10,18,1216376,637809,7,359681,77893,0.2166,737,g8g7
288,6k1/5p2/1b3pp1/p6p/5P1P/P1R3PK/r1N5/8 b - - 5 44,6,2,1,10,18,1216376,637809,7,359681,77893,0.2166,740,g8g7
288,6k1/5p2/1b3pp1/p6p/5P1P/P1R3PK/r1N5/8 b - - 5 44,6,2,2,10,18,1216376,637809,7,359681,77893,0.2166,740,g8g7
289,8/5pk1/1bR2pp1/p6p/5P1P/P5PK/r1N5/8 b - - 7 45,6,2,0,10,21,1533952,824458,8,493102,100685,0.2042,949,b6d8
289,8/5pk1/1bR2pp1/p6p/5P1P/P5PK/r1N5/8 b - - 7 45,6,2,1,10,21,1533952,824458,8,493102,100685,0.2042,950,b6d8
289,8/5pk1/1bR2pp1/p6p/5P1P/P5PK/r1N5/8 b - - 7 45,6,2,2,10,21,1549312,832368,8,497677,101274,0.2035,950,b6d8
290,3b4/5pk1/2R2pp1/p4P1p/7P/P5PK/r1N5/8 b - - 0 46,6,2,0,11,19,1457906,744152,7,383780,81478,0.2123,854,g6f5
290,3b4/5pk1/2R2pp1/p4P1p/7P/P5PK/r1N5/8 b - - 0 46,6,2,1,11,19,1457906,744152,7,383780,81478,0.2123,853,g6f5
290,3b4/5pk1/2R2pp1/p4P1p/7P/P5PK/r1N5/8 b - - 0 46,6,2,2,11,19,1457906,744152,7,383780,81478,0.2123,847,g6f5
291,8/4bpk1/2R2pp1/p4P1p/6PP/P6K/r1N5/8 b - - 0 47,6,2,0,10,17,1709056,888612,14,403925,77607,0.1921,950,e7a3
291,8/4bpk1/2R2pp1/p4P1p/6PP/P6K/r1N5/8 b - - 0 47,6,2,1,10,18,1713152,890860,14,405975,77813,0.1917,950,e7a3
291,8/4bpk1/2R2pp1/p4P1p/6PP/P6K/r1N5/8 b - - 0 47,6,2,2,10,18,1713152,890860,14,405975,77813,0.1917,951,e7a3
